"geodata.lon","geodata.lat"
-84.4610394,35.6014636
-84.4610394,35.6014636
-95.712891,37.09024
-82.907123,40.4172871
-123.1743739,49.2597145
-79.3831843,43.653226
-87.6297982,41.8781136
-87.6297982,41.8781136
-78.6568942,37.4315734
-73.7981884,41.0189863
-80.1917902,25.7616798
-71.1097335,42.3736158
-83.753428,9.748917
-96.8338877,32.7980982
-96.8338877,32.7980982
-98.4842465,39.011902
-75.977985,36.8529263
-89.3985283,32.3546679
-89.3985283,32.3546679
-74.0059728,40.7127753
-90.0656311,30.3582506
-74.0059728,40.7127753
-118.2436849,34.0522342
-122.3320708,47.6062095
-78.6568942,37.4315734
-73.4887288,43.2506139
-75.1652215,39.9525839
-94.5785667,39.0997265
-93.097702,41.8780025
-93.097702,41.8780025
-80.1756481,33.0185039
-80.1756481,33.0185039
-97.1330683,33.2148412
-86.324253,44.2444473
-99.9018131,31.9685988
-99.9018131,31.9685988
-122.0326191,47.5301011
-93.2009998,44.9374831
-97.3307658,32.7554883
-88.2120315,41.632223
-117.1610838,32.715738
-94.5785667,39.0997265
-84.5120196,39.1031182
-122.0363496,37.36883
-85.8349648,33.6142714
-111.8910474,40.7607793
-78.6568942,37.4315734
-89.3985283,32.3546679
-95.712891,37.09024
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0368707,38.9071923
-77.0368707,38.9071923
-74.2179326,43.2994285
-74.3437467,43.0528506
-101.8312969,35.2219971
-95.712891,37.09024
-74.6656952,40.9054107
-86.5861037,34.7303688
-84.8013182,32.6315258
-118.2436849,34.0522342
-99.9018131,31.9685988
-95.9345034,41.2565369
-97.0583681,36.1156071
-118.3082747,34.2596475
-83.0457538,42.331427
-80.8431267,35.2270869
-91.5301683,41.6611277
-77.6088465,43.1565779
-73.9441579,40.6781784
-74.0059728,40.7127753
-80.0819879,35.8826369
-106.346771,56.130366
-83.7201709,33.9926097
-81.3614985,41.6289365
-95.712891,37.09024
-106.346771,56.130366
-77.1945247,41.2033216
-84.2700179,37.8393332
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-85.7584557,38.2526647
-80.7214417,41.9396982
-95.712891,37.09024
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-119.4179324,36.778261
-74.0059728,40.7127753
-71.8634062,42.3517585
-112.0740373,33.4483771
-79.9310512,32.7764749
-79.9958864,40.4406248
-91.5301683,41.6611277
-90.822871,29.7957633
-90.822871,29.7957633
-90.822871,29.7957633
-110.3127531,24.1426408
-87.6297982,41.8781136
-111.3080244,45.2617806
-81.6943605,41.49932
-81.6943605,41.49932
-81.6943605,41.49932
-95.708315,36.4470387
-119.4179324,36.778261
12.4963655,41.9027835
-123.0867536,44.0520691
-95.712891,37.09024
-76.4859544,44.2311717
-95.3698028,29.7604267
-117.8369007,33.5973864
-90.1994042,38.6270025
-90.1994042,38.6270025
-95.712891,37.09024
-95.712891,37.09024
-86.7816016,36.1626638
-86.7816016,36.1626638
-93.2650108,44.977753
-99.9018131,31.9685988
-71.8022934,42.2625932
-83.9207392,35.9606384
-83.9207392,35.9606384
-75.977985,36.8529263
-76.6121893,39.2903848
-95.712891,37.09024
-73.567256,45.5016889
-96.3324817,32.9751204
-99.9018131,31.9685988
-99.9018131,31.9685988
-106.346771,56.130366
-87.6297982,41.8781136
-118.2436849,34.0522342
-97.9369447,27.9566843
-81.5157535,27.6648274
-117.3754942,33.9806005
-106.346771,56.130366
-99.9018131,31.9685988
-77.555772,38.771177
-77.555772,38.771177
-122.3320708,47.6062095
-88.49765,17.189877
-95.712891,37.09024
-115.1398296,36.1699412
-95.712891,37.09024
-115.1398296,36.1699412
-84.2132698,39.3708927
-80.1373174,26.1224386
-84.5120196,39.1031182
-81.6943605,41.49932
-120.7401385,47.7510741
-83.9007382,33.8389977
-75.6984868,45.4191357
-81.655651,30.3321838
-119.4179324,36.778261
-82.907123,40.4172871
-82.907123,40.4172871
-82.5514869,35.5950581
-82.5514869,35.5950581
-82.5514869,35.5950581
-82.5514869,35.5950581
-82.5514869,35.5950581
-82.5514869,35.5950581
-82.5514869,35.5950581
-79.9958864,40.4406248
-79.9958864,40.4406248
-98.4842465,39.011902
-95.712891,37.09024
-82.907123,40.4172871
-82.4571776,27.950575
-95.712891,37.09024
-92.2895948,34.7464809
-122.4194155,37.7749295
-97.7430608,30.267153
133.775136,-25.274398
18.643501,60.128161
-95.712891,37.09024
-91.8318334,37.9642529
-122.4194155,37.7749295
-73.1183397,41.6062042
-101.0020119,47.5514926
-122.3320708,47.6062095
-96.6397822,33.1972465
-96.7898034,46.8771863
-74.0386271,40.2091219
-95.712891,37.09024
-93.097702,41.8780025
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-95.3698028,29.7604267
-77.1945247,41.2033216
-77.0072449,38.8975203
-86.158068,39.768403
-86.158068,39.768403
-92.328842,38.97645
-95.992775,36.1539816
-86.01335,39.9567548
-87.6297982,41.8781136
-83.4390843,39.5364511
-84.3879824,33.7489954
-95.1863603,38.775007
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-73.9393554,40.8417082
-90.8300269,30.0207933
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-122.788377,45.4604
-7.6920536,53.1423672
-102.3676431,31.8456816
-118.2436849,34.0522342
-82.4571776,27.950575
-82.4571776,27.950575
-90.1994042,38.6270025
-90.1994042,38.6270025
-76.2874927,36.7682088
-81.6943605,41.49932
-79.3831843,43.653226
-77.0368707,38.9071923
-95.712891,37.09024
-99.9018131,31.9685988
-112.0260538,41.1107771
-117.1610838,32.715738
-77.6088465,43.1565779
-91.9623327,30.9842977
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-85.6023643,44.3148443
-85.6023643,44.3148443
-99.9018131,31.9685988
-82.4571776,27.950575
-85.6206317,44.7630567
-76.6121893,39.2903848
-79.0192997,35.7595731
-77.1945247,41.2033216
-74.0059728,40.7127753
-98.4936282,29.4241219
-98.4936282,29.4241219
-87.5391418,33.2140233
-88.7878678,43.7844397
-83.9207392,35.9606384
-84.2940899,34.0753762
-106.346771,56.130366
-79.0192997,35.7595731
-117.2712717,32.8328112
-80.3997748,26.1003654
-84.4277001,33.6407282
-82.9987942,39.9611755
-74.0059728,40.7127753
-84.3879824,33.7489954
-117.9981387,33.8674044
-95.4326331,36.5349536
-95.4326331,36.5349536
-85.6602058,30.1588129
-113.5082867,37.1305373
-71.0999719,42.4802469
-77.0368707,38.9071923
-87.6297982,41.8781136
-87.6297982,41.8781136
-96.7969879,32.7766642
-96.7969879,32.7766642
-74.0059728,40.7127753
-74.4056612,40.0583238
-82.907123,40.4172871
-80.1494901,26.0112014
-94.6858998,46.729553
-86.5804473,35.5174913
-74.0059728,40.7127753
-119.4179324,36.778261
-85.6023643,44.3148443
-90.1994042,38.6270025
-80.1917902,25.7616798
-83.1446485,42.4894801
-78.8866943,33.6890603
-79.6903316,44.3893556
-7.6920536,53.1423672
-106.346771,56.130366
-115.1398296,36.1699412
-115.1398296,36.1699412
-79.9414266,37.2709704
-79.9414266,37.2709704
-79.9414266,37.2709704
-79.9414266,37.2709704
-79.9310512,32.7764749
-117.8442962,33.6404952
-73.087749,41.6032207
-71.5215024,41.7036711
-82.9000751,32.1656221
-81.3444573,35.7344538
-81.3444573,35.7344538
-79.994661,40.444812
-79.994661,40.444812
-114.0708459,51.0486151
-118.2436849,34.0522342
-122.2913078,37.8271784
-95.712891,37.09024
-83.2948922,36.2139814
-106.346771,56.130366
-83.9207392,35.9606384
-93.7501789,32.5251516
-82.8001026,27.9658533
-74.0059728,40.7127753
-117.1610838,32.715738
-99.9018131,31.9685988
-80.4549026,38.5976262
-82.907123,40.4172871
-84.3879824,33.7489954
-73.9594438,40.7144279
-118.2436849,34.0522342
-120.7401385,47.7510741
-95.8897448,36.1908813
33.429859,35.126413
-73.7695669,42.479526
-84.5120196,39.1031182
-86.902298,32.3182314
-97.092877,35.0077519
-97.092877,35.0077519
-122.3320708,47.6062095
-99.280792,29.3304852
-117.1610838,32.715738
-95.712891,37.09024
-95.3698028,29.7604267
-79.0192997,35.7595731
-79.0192997,35.7595731
-114.0708459,51.0486151
-114.0708459,51.0486151
-95.712891,37.09024
-95.712891,37.09024
-106.346771,56.130366
-119.4179324,36.778261
-119.4179324,36.778261
-86.5804473,35.5174913
-122.8975952,45.1081752
-86.5804473,35.5174913
-73.9464769,40.8115504
-83.9207392,35.9606384
-99.9018131,41.4925374
-99.9018131,41.4925374
-79.7919754,36.0726354
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-81.5157535,27.6648274
-73.087749,41.6032207
-82.5514869,35.5950581
-76.8844101,40.9645293
-119.4179324,36.778261
-77.1945247,41.2033216
-95.712891,37.09024
-86.8103567,33.5185892
-82.907123,40.4172871
-79.3831843,43.653226
-88.2461183,40.2138865
-106.7636538,32.3199396
-106.7636538,32.3199396
-95.712891,37.09024
-97.678896,30.5082551
-120.5542012,43.8041334
-120.5542012,43.8041334
-120.5542012,43.8041334
-79.8342163,42.2156131
-85.4807825,32.6098566
-85.4807825,32.6098566
-86.3077368,32.3792233
-97.9413941,29.8832749
-97.9413941,29.8832749
-97.9413941,29.8832749
-116.9325408,36.5322649
-97.9413941,29.8832749
-97.9413941,29.8832749
-118.8375937,34.1705609
-75.1652215,39.9525839
-75.9179738,42.0986867
-75.9179738,42.0986867
-88.7878678,43.7844397
-81.0228331,29.2108147
-120.5542012,43.8041334
-95.9749076,36.7507859
-95.9749076,36.7507859
-95.9749076,36.7507859
-84.3879824,33.7489954
-82.5748194,27.4989278
-105.7820674,39.5500507
-117.7197785,34.0966764
-117.7197785,34.0966764
-80.256595,26.1669711
-82.907123,40.4172871
-86.5804473,35.5174913
-86.5804473,35.5174913
-86.5804473,35.5174913
-75.1450614,39.9538089
-90.4688572,30.5173159
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-120.7401385,47.7510741
-77.39628,25.03428
-97.7430608,30.267153
-77.1945247,41.2033216
-71.0588801,42.3600825
-79.3831843,43.653226
-74.6829363,39.9720578
-95.3698028,29.7604267
18.643501,60.128161
-86.5804473,35.5174913
-120.5542012,43.8041334
-120.5542012,43.8041334
-120.5542012,43.8041334
-117.9143012,33.8365932
-78.4766781,38.0293059
-71.4774291,41.5800945
-84.4681856,33.8799921
-75.1623841,39.9490387
-97.7430608,30.267153
-85.9213796,39.2014404
-78.8783689,42.8864468
-105.8700901,34.5199402
-99.9018131,31.9685988
-84.2700179,37.8393332
-122.2913078,37.8271784
-74.4173877,40.8652865
-79.1096901,40.6850762
-118.2436849,34.0522342
-85.3863599,40.1933767
-98.4936282,29.4241219
-86.902298,32.3182314
-72.5198537,42.3732216
-71.0588801,42.3600825
-98.8138762,53.7608608
-98.8138762,53.7608608
-122.6228367,45.3707677
-74.0059728,40.7127753
-118.3703703,33.9877762
-81.6943605,41.49932
-119.0187125,35.3732921
-106.346771,56.130366
-106.346771,56.130366
-123.0867536,44.0520691
-121.8863286,37.3382082
-121.8863286,37.3382082
-84.2700179,37.8393332
-80.0580969,26.7753405
-87.6297982,41.8781136
-87.6297982,41.8781136
-87.6297982,41.8781136
-74.0059728,40.7127753
-122.7094767,42.1945758
-121.4943996,38.5815719
-83.7430378,42.2808256
-83.7430378,42.2808256
-104.990251,39.7392358
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-91.6656232,41.9778795
-118.096735,33.9830688
-84.3879824,33.7489954
-118.2436849,34.0522342
-80.2767327,26.6514503
-98.3252932,26.2159066
-73.9982589,40.7302294
-117.1825381,34.0555693
-90.2338232,38.6354598
-77.2716502,39.1731621
-83.9704593,35.7564719
-121.4943996,38.5815719
-97.092877,35.0077519
-97.092877,35.0077519
-80.0533746,26.7153424
-121.7568946,36.910231
-83.5378674,41.6528052
-83.0457538,42.331427
-121.5006754,38.5841616
18.643501,60.128161
-121.8863286,37.3382082
-95.712891,37.09024
-93.7321228,32.5159852
-106.346771,56.130366
-76.2858726,36.8507689
-96.7969879,32.7766642
-95.712891,37.09024
-79.3831843,43.653226
-73.5594128,40.6546145
-85.323214,51.253775
-85.323214,51.253775
-85.323214,51.253775
-84.5120196,39.1031182
-81.44086,41.5817228
-106.9253207,38.5458246
-87.6297982,41.8781136
-78.6568942,37.4315734
-97.4107128,35.463494
-97.1383744,49.895136
-118.2436849,34.0522342
-71.0588801,42.3600825
-73.134961,40.789142
-73.134961,40.789142
-95.3698028,29.7604267
-122.6727305,45.6272259
8.468946,60.472024
-83.9207392,35.9606384
-78.6568942,37.4315734
-71.1097335,42.3736158
-115.1398296,36.1699412
-123.7674293,39.226347
-95.7243335,37.2321077
-82.907123,40.4172871
-84.3879824,33.7489954
-84.3879824,33.7489954
25.7481511,61.92411
-74.0059728,40.7127753
-118.2436849,34.0522342
-122.5950942,45.5897694
-119.4179324,36.778261
-95.712891,37.09024
-104.990251,39.7392358
-95.712891,37.09024
-119.4179324,36.778261
-111.9260519,33.4941704
-106.346771,56.130366
-86.158068,39.768403
-74.0059728,40.7127753
-74.0059728,40.7127753
-74.0059728,40.7127753
-117.4260465,47.6587802
-95.6010668,33.1384479
-87.8758939,42.9716437
-122.4194155,37.7749295
-73.9772754,40.7368724
-106.346771,56.130366
-85.3096801,35.0456297
-119.4179324,36.778261
-74.913448,38.9315028
-122.4194155,37.7749295
-122.4194155,37.7749295
-79.9310512,32.7764749
-79.9414266,37.2709704
-95.3698028,29.7604267
-93.8243923,41.7610984
-82.4571776,27.950575
-71.5723953,43.1938516
-74.0059728,40.7127753
-78.8783689,42.8864468
-95.6818343,37.418191
-117.1092049,34.2077859
-73.9712488,40.7830603
-91.1871466,30.4514677
-73.9973608,41.9270367
-81.5157535,27.6648274
-83.0457538,42.331427
-117.8265049,33.6845673
-95.712891,37.09024
-106.650422,35.0843859
-85.7077266,32.430237
-95.712891,37.09024
-96.7969879,32.7766642
-115.1727871,36.0820594
-73.087749,41.6032207
-81.5157535,27.6648274
-74.0059728,40.7127753
-71.0588801,42.3600825
-106.650422,35.0843859
-95.712891,37.09024
-63.588653,-16.290154
-95.9345034,41.2565369
-95.712891,37.09024
-79.9310512,32.7764749
-118.2914872,33.9891116
-90.1994042,38.6270025
-75.4007058,39.9868904
-75.4007058,39.9868904
-75.4007058,39.9868904
-75.4007058,39.9868904
-75.4007058,39.9868904
-75.4007058,39.9868904
-71.0588801,42.3600825
-106.346771,56.130366
-106.346771,56.130366
-98.4936282,29.4241219
-95.712891,37.09024
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-95.712891,37.09024
-99.9018131,31.9685988
-87.6297982,41.8781136
-120.7401385,47.7510741
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
5.291266,52.132633
-79.0192997,35.7595731
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-95.716216,37.2266829
-97.0403352,32.8998091
-97.1383744,49.895136
-79.3831843,43.653226
-94.4155068,39.0911161
-118.2436849,34.0522342
-84.2696449,36.0103561
-97.7430608,30.267153
-82.9318807,40.1266689
-99.9018131,31.9685988
-73.975694,40.8270448
-118.2436849,34.0522342
-84.7328269,45.7794809
-71.4161671,41.7001009
-82.4319405,28.3232418
-117.9188221,33.6412156
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-85.6023643,44.3148443
-122.7633036,38.083403
-77.8600012,40.7933949
-7.6920536,53.1423672
-3.74922,40.463667
-95.712891,37.09024
-82.9000751,32.1656221
-117.1610838,32.715738
-91.1871466,30.4514677
-121.8863286,37.3382082
-74.4056612,40.0583238
-93.2650108,44.977753
-104.990251,39.7392358
-73.9441579,40.6781784
-73.9441579,40.6781784
-81.655651,30.3321838
-80.1083075,26.390569
-80.1083075,26.390569
-80.1083075,26.390569
-80.1083075,26.390569
-80.1083075,26.390569
-85.6023643,44.3148443
-81.8538669,41.4057985
-79.3831843,43.653226
-84.1916069,39.7589478
-119.4179324,36.778261
-113.4909267,53.544389
-113.4909267,53.544389
-93.097702,41.8780025
-82.907123,40.4172871
-106.346771,56.130366
-106.346771,56.130366
-95.3010624,32.3512601
-122.6587185,45.5122308
-94.3413168,34.0378916
-94.3413168,34.0378916
-94.3413168,34.0378916
-94.3413168,34.0378916
-93.1257723,44.7394103
-71.0588801,42.3600825
-81.1637245,33.836081
-77.0368707,38.9071923
-79.0716958,38.149576
-79.0716958,38.149576
-93.3741647,44.8709601
-83.4482529,39.8864493
-95.712891,37.09024
-88.7033859,34.2576066
-87.8219418,42.0802392
-95.3698028,29.7604267
-82.2542834,34.7370639
-106.346771,56.130366
-106.346771,56.130366
-87.6297982,41.8781136
-85.6023643,44.3148443
-86.7816016,36.1626638
-73.9712488,40.7830603
-78.2934468,43.9491784
-76.2858726,36.8507689
-80.9450759,35.0073697
-95.965205,36.132395
-119.4179324,36.778261
-85.7584557,38.2526647
-121.8863286,37.3382082
-71.0588801,42.3600825
-71.0588801,42.3600825
-89.640658,40.5675388
-75.977985,36.8529263
-94.969956,35.91537
-87.6297982,41.8781136
-73.2612615,41.1408363
-89.3985283,40.6331249
-87.6297982,41.8781136
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-122.6269768,47.5650067
-81.5157535,27.6648274
-7.6920536,53.1423672
-85.323214,51.253775
-121.8863286,37.3382082
-118.2436849,34.0522342
-111.0937311,34.0489281
-77.4360481,37.5407246
-77.4360481,37.5407246
-77.4360481,37.5407246
-94.6858998,46.729553
-95.712891,37.09024
-95.712891,37.09024
-95.712891,37.09024
-91.8318334,37.9642529
-71.0588801,42.3600825
-78.6000336,43.9345347
-85.6023643,44.3148443
-75.1652215,39.9525839
-74.0253715,40.7663711
-111.758724,40.350129
-111.758724,40.350129
-112.0740373,33.4483771
-79.3831843,43.653226
-86.7816016,36.1626638
-81.5157535,27.6648274
-93.7782689,38.3686324
-73.8648268,40.8447819
-77.1191166,34.6876621
-85.6023643,44.3148443
-95.712891,37.09024
-122.4194155,37.7749295
-99.9018131,31.9685988
-89.3985283,40.6331249
-78.8269664,34.3221129
-81.3792365,28.5383355
-121.2357828,38.7907339
-96.8345439,33.1515505
-80.1373174,26.1224386
-79.1950373,34.6801626
-71.0588801,42.3600825
-71.0588801,42.3600825
-90.1994042,38.6270025
-121.8374777,39.7284944
-115.1398296,36.1699412
-99.9018131,31.9685988
-80.1917902,25.7616798
-78.6381787,35.7795897
-77.0368707,38.9071923
-77.3663538,35.612661
-111.9260519,33.4941704
-121.2880059,38.7521235
-77.0368707,38.9071923
-77.0368707,38.9071923
-83.0457538,42.331427
-81.5157535,27.6648274
-95.7607832,29.5821811
-80.8431267,35.2270869
-98.2022633,32.2206958
-87.1111676,37.7719074
-106.7636538,32.3199396
-98.4936282,29.4241219
-94.2333355,36.0148605
-77.1945247,41.2033216
-77.1945247,41.2033216
-111.0937311,34.0489281
-111.0937311,34.0489281
-83.0363633,42.3149367
-94.5695856,39.2184879
-69.4454689,45.253783
-80.1070333,33.0473929
-73.9441579,40.6781784
-81.6943605,41.49932
-81.6943605,41.49932
-87.9064736,43.0389025
-95.712891,37.09024
-77.8600012,40.7933949
-95.712891,37.09024
-117.6333884,34.3608341
-117.6333884,34.3608341
-98.4842465,39.011902
-95.712891,37.09024
-95.9345034,41.2565369
-96.4719312,32.7481845
-99.9018131,31.9685988
-71.0999358,42.3393661
-99.9018131,31.9685988
-96.7969879,32.7766642
-99.7331439,32.4487364
-85.3096801,35.0456297
-81.339552,41.6661573
-115.1745559,36.1023715
-89.3985283,32.3546679
-89.3985283,32.3546679
-89.3985283,32.3546679
-117.1610838,32.715738
-75.6971931,45.4215296
-92.8088443,45.056004
-94.6858998,46.729553
-99.9018131,31.9685988
-76.6121893,39.2903848
-76.6121893,39.2903848
-80.1917902,25.7616798
-78.8783689,42.8864468
-78.8783689,42.8864468
-98.4422802,35.1592256
-88.3161965,42.2411344
-81.1637245,33.836081
-81.1637245,33.836081
-97.4974838,25.9017472
-88.7878678,43.7844397
-99.9018131,31.9685988
-86.1349019,40.2671941
-97.7222689,30.4018973
-97.7222689,30.4018973
-86.1349019,40.2671941
-95.3698028,29.7604267
-105.0166498,39.613321
-119.4179324,36.778261
-95.712891,37.09024
-121.8374777,39.7284944
-98.2300124,26.2034071
-95.9345034,41.2565369
-87.9064736,43.0389025
-118.2436849,34.0522342
-95.992775,36.1539816
-88.7878678,43.7844397
-88.7878678,43.7844397
-81.5157535,27.6648274
-74.0059728,40.7127753
-106.346771,56.130366
-106.346771,56.130366
-106.346771,56.130366
-77.1945247,41.2033216
-111.8910474,40.7607793
-0.0807119,51.6522994
-119.0187125,35.3732921
-119.0187125,35.3732921
-118.442596,34.0412085
-81.1917944,44.7316246
21.824312,39.074208
-119.7871247,36.7377981
-74.0059728,40.7127753
-90.1845388,35.1464797
-97.8530686,30.5788055
-96.8236116,33.1506744
-122.5950942,45.5897694
-79.3831843,43.653226
-95.712891,37.09024
-78.8783689,42.8864468
-95.7243335,37.2321077
-71.1564729,42.4153925
-71.1564729,42.4153925
-99.9018131,31.9685988
-99.9018131,31.9685988
-90.4406506,31.5790588
-84.5120196,39.1031182
-112.0740373,33.4483771
-86.7816016,36.1626638
-75.1652215,39.9525839
-84.2807329,30.4382559
-82.9987942,39.9611755
-95.3698028,29.7604267
-82.6365536,39.0520169
-120.5542012,43.8041334
-93.2650108,44.977753
-93.2650108,44.977753
-93.2650108,44.977753
-93.2650108,44.977753
-75.4007058,39.9868904
-75.4007058,39.9868904
-75.4007058,39.9868904
-98.253284,26.216355
-84.2700179,37.8393332
-115.1398296,36.1699412
-90.0715323,29.9510658
-119.1420517,36.2960613
-97.7430608,30.267153
-93.2650108,44.977753
-80.3582261,27.2730492
-118.2436849,34.0522342
-112.0740373,33.4483771
-84.5613355,39.3995008
-76.1474244,43.0481221
-106.346771,56.130366
-82.9987942,39.9611755
-82.907123,40.4172871
-82.907123,40.4172871
-114.0708459,51.0486151
-75.5276699,38.9108325
9.501785,56.26392
-98.2388953,27.7639145
-74.2179326,43.2994285
-96.5727669,33.2859472
-74.0059728,40.7127753
-81.3792365,28.5383355
-81.3792365,28.5383355
-118.3267992,34.0038165
-118.3267992,34.0038165
-118.3267992,34.0038165
-92.2670941,34.769536
-122.6587185,45.5122308
-111.8314724,33.4151843
-99.096422,28.9149708
-99.096422,28.9149708
-99.096422,28.9149708
-94.6858998,46.729553
-76.8477412,41.0120296
-122.6587185,45.5122308
-81.5157535,27.6648274
-95.712891,37.09024
-95.712891,37.09024
-75.977985,36.8529263
-74.0059728,40.7127753
-118.4003563,34.0736204
-82.907123,40.4172871
-71.0588801,42.3600825
-118.2436849,34.0522342
-95.712891,37.09024
-88.7878678,43.7844397
-74.0059728,40.7127753
-95.712891,37.09024
-73.134961,40.789142
-94.9966005,30.4979813
-75.1652215,39.9525839
-89.3985283,40.6331249
-97.1441847,33.2246383
-99.9018131,31.9685988
-77.0368707,38.9071923
-77.0368707,38.9071923
-120.5542012,43.8041334
-120.5542012,43.8041334
-98.4933873,33.9137085
-86.158068,39.768403
-86.158068,39.768403
-82.907123,40.4172871
-74.0059728,40.7127753
-73.9874078,40.7659887
-80.5204096,43.4642578
-73.9441579,40.6781784
-79.7919754,36.0726354
-79.7919754,36.0726354
-74.0059728,40.7127753
-74.0059728,40.7127753
-4.2026458,56.4906712
-73.9441579,40.6781784
-98.1836216,26.1947962
-99.9018131,31.9685988
-72.8305154,41.8096201
-85.6680863,42.9633599
-77.0368707,38.9071923
-77.0368707,38.9071923
-86.5804473,35.5174913
-112.0048944,43.5072228
-118.3126739,34.083369
-92.9438218,44.8277446
-81.2452768,42.9849233
-86.158068,39.768403
-88.7878678,43.7844397
-117.1610838,32.715738
-104.8213634,38.8338816
-75.977985,36.8529263
-80.4549026,38.5976262
-79.0192997,35.7595731
-80.1373174,26.1224386
-95.7243335,37.2321077
-86.158068,39.768403
-79.9748103,32.8546197
-91.8318334,35.20105
-80.1917902,25.7616798
-80.1917902,25.7616798
-85.323214,51.253775
-95.712891,37.09024
-87.6297982,41.8781136
-73.8493661,40.8758372
-79.9958864,40.4406248
-95.712891,37.09024
-95.3698028,29.7604267
